IND;Best Estimate;Probability;2nd Best Estimate;Probability;3rd Best Estimate, etc.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1741_W_71_1994 ;Gaula;0.9992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1745_W_92_1994 ;Alta;0.9999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1731_W_70_1994 ;Dart;0.4972;Dionard;0.3463;Blackwater;0.0634;Tweed;0.0613;NorthEsk;0.0318;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1884_W_88_1994 ;UN_aver;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1883_W_71_1994 ;Gaula;0.9983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1882_W_69_1994 ;Tweed;0.7326;Dionard;0.2546;Blackwater;0.0056;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1881_W_74_1994 ;Gaula;0.9891;Mal_aver;0.0107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1887_W_72_1994 ;Lardaiselva;0.9250;Gaula;0.0749;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1879_W_81_1994 ;Blackwater;0.7461;Dart;0.1637;NorthEsk;0.0782;Tweed;0.0090;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1877_W_82_1994 ;Matapedia;0.9999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1875_W_47_1994 ;Laukhelle_aver;0.6319;Dart;0.2354;Gaula;0.1072;Blackwater;0.0204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1889_W_72_1994 ;Numedalsiagen;0.7997;Gaula;0.1805;Mal_aver;0.0192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1895_W_71_1994 ;Dionard;0.6237;Gaula;0.2054;Dart;0.0828;Numedalsiagen;0.0482;NorthEsk;0.0202;Lardaiselva;0.0161;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1899_W_76_1994 ;Numedalsiagen;0.9947;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1898_W_104_1994 ;Numedalsiagen;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1897_W_93_1994 ;Numedalsiagen;0.8202;Gaula;0.1558;Lardaiselva;0.0240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1896_W_93_1994 ;Numedalsiagen;0.9924;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1900_W_73_1994 ;Numedalsiagen;0.7463;Lardaiselva;0.1205;Gaula;0.0764;Dionard;0.0469;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1888_W_80_1994 ;Lardaiselva;0.9951;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1893_W_78_1994 ;Gaula;0.9996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1891_W_86_1994 ;Numedalsiagen;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1890_W_84_1994 ;Gaula;0.9997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016_W_67_1994 ;Gaula;0.7694;Lardaiselva;0.2271;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008_W_68_1994 ;Gaula;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005_W_77_1994 ;Numedalsiagen;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010_W_76_1994 ;Lardaiselva;0.3448;Numedalsiagen;0.3404;Gaula;0.2894;Dionard;0.0196;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011_W_66_1994 ;DuGouffre;0.9323;Matapedia;0.0677;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012_W_73_1994 ;Tuloma;0.4942;Neiden_aver;0.4580;Lebyazhya;0.0470;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013_W_69_1994 ;Numedalsiagen;0.8276;Gaula;0.1723;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014_W_74_1994 ;StPaul;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015_W_83_1994 ;Gaula;0.9874;Lardaiselva;0.0104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006_W_73_1994 ;Alta;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003_W_73_1994 ;Gaula;0.9537;Mal_aver;0.0388;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001_W_70_1994 ;DuGouffre;0.8732;Matapedia;0.1268;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000_W_70_1994 ;Lardaiselva;0.9081;Gaula;0.0757;Numedalsiagen;0.0161;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1999_W_73_1994 ;Gaula;0.9514;Numedalsiagen;0.0479;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998_W_70_1994 ;Gaula;0.8346;Mal_aver;0.1644;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1996_W_72_1994 ;Lardaiselva;0.9532;Gaula;0.0392;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2004_W_91_1994 ;Dionard;0.9204;Blackwater;0.0596;NorthEsk;0.0156;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007_W_91_1994 ;Gaula;0.9801;Numedalsiagen;0.0185;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2038_W_86_1994 ;Lardaiselva;0.8303;Gaula;0.1695;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2030_W_76_1994 ;Gaula;0.9615;Lardaiselva;0.0385;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2027_W_60_1994 ;Gaula;0.9893;Numedalsiagen;0.0104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2031_W_70_1994 ;Teno;0.8260;Alta;0.1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2033_W_68_1994 ;Emtsa;0.5836;MPI_aver;0.4164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2035_W_65_1994 ;Gaula;0.9049;NorthEsk;0.0899;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2036_W_72_1994 ;Tuloma;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2037_W_89_1994 ;Matapedia;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2029_W_100_1994 ;Gaula;0.9932;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2025_W_75_1994 ;Gaula;0.9926;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018_W_75_1994 ;Ponoi_aver;0.9910;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2028_W_77_1994 ;Gaula;0.8618;Numedalsiagen;0.0831;Mal_aver;0.0539;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019_W_69_1994 ;Numedalsiagen;0.9739;Lardaiselva;0.0191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017_W_88_1994 ;Gaula;0.9892;Dionard;0.0066;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2026_W_66_1994 ;Gaula;0.5399;Lardaiselva;0.4229;NorthEsk;0.0221;Numedalsiagen;0.0126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024_W_86_1994 ;Gaula;0.9048;Lardaiselva;0.0948;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2056_W_87_1994 ;Gaula;0.5542;Lardaiselva;0.4452;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2054_W_70_1994 ;Mal_aver;0.8691;Gaula;0.1127;Laukhelle_aver;0.0169;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2057_W_72_1994 ;Gaula;0.5585;Lardaiselva;0.4413;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2058_W_69_1994 ;Matapedia;0.9989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2059_W_71_1994 ;Lardaiselva;0.9990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2062_W_70_1994 ;Gaula;0.9453;Numedalsiagen;0.0512;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2063_W_89_1994 ;Teno;0.9999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2064_W_70_1994 ;Emtsa;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2065_W_87_1994 ;Teno;0.9999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2061_W_69_1994 ;Matapedia;0.9999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2055_W_70_1994 ;Alta;0.9999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2052_W_96_1994 ;Ong_aver;0.9997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2041_W_72_1994 ;Lardaiselva;0.5039;Gaula;0.2473;Numedalsiagen;0.1003;Dart;0.0880;Laukhelle_aver;0.0482;Blackwater;0.0081;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2042_W_82_1994 ;Gaula;0.5987;Lardaiselva;0.3362;Numedalsiagen;0.0573;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2043_W_77_1994 ;Gaula;0.8772;Blackwater;0.1192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2044_W_77_1994 ;Emtsa;0.9999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2040_W_88_1994 ;Teno;0.9944;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2046_W_94_1994 ;Lardaiselva;0.5686;Gaula;0.4297;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2047_W_91_1994 ;Alta;0.9998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2048_W_80_1994 ;Gaula;0.7572;Lardaiselva;0.2352;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2050_W_69_1994 ;Gaula;0.9967;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2053_W_85_1994 ;UN_aver;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2051_W_73_1994 ;Tuloma;0.5874;Teno;0.4112;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2091_W_73_1994 ;Gaula;0.5660;Lardaiselva;0.4340;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2100_W_84_1994 ;Alta;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2092_W_90_1994 ;Teno;0.9728;Tuloma;0.0236;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2089_W_75_1994 ;Gaula;0.6221;Numedalsiagen;0.3533;Lardaiselva;0.0246;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2093_W_49_1994 ;Dart;0.9995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2094_W_84_1994 ;Teno;0.9893;Tuloma;0.0107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2095_W_86_1994 ;UN_aver;0.5625;PPI_aver;0.4375;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2096_W_95_1994 ;UN_aver;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2098_W_68_1994 ;Emtsa;0.9925;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2109_W_72_1994 ;Blackwater;0.5625;Gaula;0.2362;NorthEsk;0.1119;Dart;0.0755;Mal_aver;0.0071;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2108_W_75_1994 ;Gaula;0.4860;Numedalsiagen;0.4847;Lardaiselva;0.0293;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2107_W_78_1994 ;Emtsa;0.9155;MPI_aver;0.0845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2106_W_70_1994 ;Gaula;0.9999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2105_W_69_1994 ;Gaula;0.9743;Lardaiselva;0.0257;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2104_W_71_1994 ;Emtsa;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2099_W_87_1994 ;Lakselva_aver;0.9974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2102_W_92_1994 ;Gaula;0.9999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2103_W_65_1994 ;Gaula;0.9999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2090_W_93_1994 ;Alta;0.9991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2084_W_90_1994 ;Gaula;0.9997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2074_W_88_1994 ;Gaula;0.8998;Numedalsiagen;0.0970;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2077_W_71_1994 ;Gaula;0.9977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2073_W_60_1994 ;Teno;0.9980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2072_W_74_1994 ;Numedalsiagen;0.9706;Lardaiselva;0.0161;Gaula;0.0133;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2071_W_75_1994 ;Lebyazhya;0.9812;Yapoma;0.0156;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2070_W_71_1994 ;Numedalsiagen;0.6723;Tuloma;0.2112;Gaula;0.1122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2069_W_74_1994 ;NorthEsk;0.6111;Dart;0.3863;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2075_W_72_1994 ;Gaula;0.9492;Dionard;0.0232;Teno;0.0128;Lardaiselva;0.0074;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2078_W_86_1994 ;Gaula;0.9682;Lardaiselva;0.0314;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2079_W_86_1994 ;Alta;0.9993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2080_W_68_1994 ;Numedalsiagen;0.9967;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2085_W_70_1994 ;Numedalsiagen;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2076_W_72_1994 ;Gaula;0.9967;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2086_W_49_1994 ;Numedalsiagen;0.9386;Gaula;0.0554;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2087_W_84_1994 ;Gaula;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2112_W_47_1994 ;Gaula;0.9997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2128_W_73_1994 ;Lardaiselva;0.9996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2125_W_64_1994 ;Gaula;0.9990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2129_W_93_1994 ;Gaula;0.7219;Lardaiselva;0.2773;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2130_W_93_1994 ;Dionard;0.6213;Dart;0.2481;NorthEsk;0.0731;Blackwater;0.0470;Tweed;0.0105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2131_W_66_1994 ;UN_aver;0.9941;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2137_W_62_1994 ;Lardaiselva;0.9918;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2133_W_69_1994 ;DuGouffre;0.8729;Matapedia;0.1271;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2135_W_62_1994 ;Teno;0.9983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2136_W_67_1994 ;Gaula;0.9850;Mal_aver;0.0149;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2139_W_84_1994 ;Tuloma;0.9992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2138_W_76_1994 ;Alta;0.4255;Teno;0.2979;Mal_aver;0.2263;Gaula;0.0469;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2127_W_71_1994 ;Alta;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2123_W_84_1994 ;Gaula;0.9962;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2116_W_69_1994 ;Alta;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2113_W_85_1994 ;Gaula;0.9994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2114_W_72_1994 ;Gaula;0.9654;Numedalsiagen;0.0259;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2115_W_71_1994 ;Numedalsiagen;0.9999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2111_W_73_1994 ;Emtsa;0.9641;MPI_aver;0.0359;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2117_W_75_1994 ;Dart;0.5468;Gaula;0.3915;Lardaiselva;0.0494;Blackwater;0.0107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2118_W_93_1994 ;Gaula;0.7204;Lardaiselva;0.2796;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2119_W_104_1994 ;Gaula;0.9996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2120_W_68_1994 ;Alta;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2110_W_92_1994 ;Gaula;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2121_W_69_1994 ;Gaula;0.9875;Lardaiselva;0.0125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2178_W_68_1994 ;Gaula;0.9959;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2167_W_88_1994 ;Gaula;0.6390;Lardaiselva;0.2362;Numedalsiagen;0.1248;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2168_W_71_1994 ;Matapedia;0.9994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2169_W_71_1994 ;Dart;0.9804;Tweed;0.0102;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2170_W_70_1994 ;Emtsa;0.9997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2172_W_90_1994 ;Gaula;0.9996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2173_W_94_1994 ;Numedalsiagen;0.5446;Gaula;0.3906;Lardaiselva;0.0648;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2175_W_76_1994 ;Alta;0.9976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2176_W_69_1994 ;DuGouffre;0.9526;Matapedia;0.0474;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2179_W_72_1994 ;Gaula;0.9978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2186_W_68_1994 ;Gaula;0.9972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2185_W_65_1994 ;StPaul;0.9996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2184_W_51_1994 ;Dionard;0.9861;Blackwater;0.0128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2183_W_68_1994 ;MPI_aver;0.9860;Emtsa;0.0140;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2180_W_64_1994 ;Lebyazhya;0.4823;Yapoma;0.4622;Ponoi_aver;0.0555;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2188_W_89_1994 ;Gaula;0.9993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2163_W_91_1994 ;Gaula;0.9971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2181_W_77_1994 ;NorthEsk;0.8755;Gaula;0.1213;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2162_W_79_1994 ;Dart;0.3638;Blackwater;0.3174;NorthEsk;0.3082;Dionard;0.0071;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2146_W_68_1994 ;Alta;0.9594;Teno;0.0406;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2148_W_60_1994 ;Gaula;0.9935;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2140_W_88_1994 ;Numedalsiagen;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2147_W_68_1994 ;Matapedia;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2151_W_93_1994 ;Gaula;0.9984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2145_W_94_1994 ;Gaula;0.9991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2141_W_69_1994 ;Gaula;0.9786;Lardaiselva;0.0105;Laukhelle_aver;0.0093;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2153_W_63_1994 ;Gaula;0.3593;Mal_aver;0.3431;Lardaiselva;0.2798;Laukhelle_aver;0.0140;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2154_W_75_1994 ;Gaula;0.9932;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2156_W_77_1994 ;Gaula;0.9940;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2157_W_110_1994 ;Alta;0.9999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2164_W_92_1994 ;Gaula;0.9104;Teno;0.0747;NorthEsk;0.0111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2158_W_95_1994 ;Gaula;0.8260;Numedalsiagen;0.1738;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2160_W_68_1994 ;Lardaiselva;0.8261;Gaula;0.1621;Blackwater;0.0088;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2161_W_69_1994 ;Alta;0.9964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2217_W_71_1994 ;Numedalsiagen;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2219_W_90_1994 ;Alta;0.9996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2220_W_79_1994 ;Gaula;0.9986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2221_W_73_1994 ;Blackwater;0.3750;NorthEsk;0.3590;Dart;0.1414;Mal_aver;0.0774;Dionard;0.0206;Laukhelle_aver;0.0132;Gaula;0.0068;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2223_W_72_1994 ;Numedalsiagen;0.6928;Gaula;0.2293;Lardaiselva;0.0773;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2238_W_70_1994 ;Dart;0.7762;Tweed;0.1952;NorthEsk;0.0163;Dionard;0.0107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2236_W_73_1994 ;Emtsa;0.6773;MPI_aver;0.3227;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2235_W_69_1994 ;Gaula;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2234_W_43_1994 ;Matapedia;0.9922;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2233_W_89_1994 ;Tuloma;0.9952;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2237_W_98_1994 ;Mal_aver;0.9551;Gaula;0.0438;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2232_W_97_1994 ;Gaula;0.8964;Numedalsiagen;0.1023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2231_W_92_1994 ;Numedalsiagen;0.9175;Gaula;0.0823;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2229_W_71_1994 ;Alta;0.9816;Lakselva_aver;0.0129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2212_W_77_1994 ;Alta;0.9994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2211_W_71_1994 ;NorthEsk;0.9993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2216_W_75_1994 ;Gaula;0.9998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
